user_sequence,challenge
75702_11,CI26778
75710_11,CI24418
75716_11,CI25302
75719_11,CI27006
75721_11,CI24872
75722_11,CI25124
75726_11,CI24421
75728_11,CI23990
75731_11,CI24362
75732_11,CI28530
75735_11,CI27779
75736_11,CI23882
75738_11,CI24187
75744_11,CI24421
75746_11,CI24418
75752_11,CI25594
75755_11,CI25361
75759_11,CI24228
75761_11,CI24962
75762_11,CI25180
75767_11,CI24876
75772_11,CI24917
75774_11,CI24081
75779_11,CI24274
75780_11,CI24001
75781_11,CI24871
75784_11,CI24621
75786_11,CI23691
75787_11,CI24992
75793_11,CI27137
75802_11,CI25634
75805_11,CI26859
75806_11,CI24099
75808_11,CI23836
75809_11,CI24175
75811_11,CI25247
75814_11,CI23998
75823_11,CI23999
75827_11,CI25501
75831_11,CI25135
75832_11,CI24657
75834_11,CI24868
75836_11,CI24529
75838_11,CI23769
75840_11,CI23636
75841_11,CI23913
75842_11,CI24902
75843_11,CI23942
75844_11,CI24421
75845_11,CI26870
75849_11,CI25074
75850_11,CI26931
75851_11,CI27789
75854_11,CI26931
75862_11,CI24992
75864_11,CI25126
75865_11,CI24261
75868_11,CI25126
75869_11,CI23726
75870_11,CI23554
75871_11,CI25123
75880_11,CI26191
75881_11,CI27124
75882_11,CI24081
75883_11,CI25031
75887_11,CI24890
75890_11,CI24680
75892_11,CI23848
75894_11,CI24206
75901_11,CI24876
75903_11,CI28630
75904_11,CI24879
75905_11,CI25126
75907_11,CI24871
75908_11,CI24102
75909_11,CI25056
75912_11,CI23875
75913_11,CI25149
75914_11,CI25125
75916_11,CI24271
75917_11,CI24421
75918_11,CI24871
75921_11,CI24530
75922_11,CI25260
75926_11,CI24117
75927_11,CI26678
75933_11,CI27491
75935_11,CI24888
75939_11,CI23933
75940_11,CI25106
75942_11,CI23880
75943_11,CI23975
75945_11,CI23770
75946_11,CI24530
75948_11,CI26188
75949_11,CI23663
75950_11,CI24871
75951_11,CI26929
75954_11,CI25108
75955_11,CI25149
75956_11,CI26199
75965_11,CI25067
75966_11,CI28253
75967_11,CI24871
75969_11,CI23913
75974_11,CI25066
75979_11,CI25029
75984_11,CI24956
75985_11,CI23770
75987_11,CI24930
75997_11,CI25074
76000_11,CI23856
76005_11,CI26212
76008_11,CI24866
76011_11,CI25149
76012_11,CI28577
76014_11,CI24634
76015_11,CI25124
76017_11,CI24421
76018_11,CI24228
76019_11,CI24212
76022_11,CI28576
76023_11,CI24875
76026_11,CI25107
76027_11,CI23702
76029_11,CI23855
76033_11,CI25778
76034_11,CI23839
76035_11,CI25075
76040_11,CI24958
76044_11,CI24257
76045_11,CI28584
76046_11,CI25143
76048_11,CI24150
76057_11,CI24246
76059_11,CI28256
76062_11,CI23769
76064_11,CI24228
76067_11,CI26505
76068_11,CI25124
76071_11,CI26916
76074_11,CI23724
76084_11,CI26859
76088_11,CI23616
76093_11,CI26937
76096_11,CI24206
76100_11,CI24875
76102_11,CI24873
76103_11,CI25135
76111_11,CI26921
76123_11,CI23789
76126_11,CI23855
76127_11,CI26173
76132_11,CI26926
76134_11,CI26937
76136_11,CI25449
76138_11,CI23922
76142_11,CI27399
76144_11,CI24490
76147_11,CI23769
76149_11,CI26915
76150_11,CI23791
76151_11,CI25024
76154_11,CI26912
76159_11,CI26167
76162_11,CI26927
76164_11,CI24150
76171_11,CI26871
76173_11,CI24252
76174_11,CI24535
76175_11,CI26923
76192_11,CI26914
76194_11,CI26936
76195_11,CI25490
76196_11,CI26926
76199_11,CI24997
76205_11,CI25289
76209_11,CI26927
76216_11,CI24872
76217_11,CI24917
76218_11,CI26924
76222_11,CI26920
76225_11,CI23691
76227_11,CI24527
76231_11,CI23769
76233_11,CI26919
76237_11,CI26919
76239_11,CI25644
76243_11,CI26915
76249_11,CI25634
76250_11,CI26860
76253_11,CI24528
76254_11,CI23702
76256_11,CI26855
76259_11,CI24373
76260_11,CI24030
76263_11,CI26874
76264_11,CI25027
76265_11,CI26171
76267_11,CI24902
76271_11,CI25492
76277_11,CI25149
76278_11,CI25107
76282_11,CI28569
76287_11,CI25124
76289_11,CI25125
76294_11,CI24157
76298_11,CI23975
76302_11,CI25066
76305_11,CI23648
76307_11,CI26934
76308_11,CI24421
76316_11,CI23989
76322_11,CI24865
76323_11,CI24741
76324_11,CI24471
76326_11,CI26052
76327_11,CI27858
76328_11,CI25074
76334_11,CI25292
76335_11,CI26863
76341_11,CI23769
76347_11,CI26783
76348_11,CI26860
76351_11,CI24261
76353_11,CI23933
76357_11,CI27238
76359_11,CI24138
76362_11,CI25125
76367_11,CI23648
76369_11,CI25180
76370_11,CI26757
76371_11,CI26860
76373_11,CI26050
76375_11,CI23771
76377_11,CI24421
76381_11,CI24530
76385_11,CI26868
76387_11,CI26873
76388_11,CI24146
76389_11,CI23697
76392_11,CI26211
76407_11,CI25110
76412_11,CI25755
76413_11,CI28948
76414_11,CI24692
76417_11,CI24419
76418_11,CI27544
76419_11,CI27004
76427_11,CI24225
76430_11,CI25634
76431_11,CI24117
76434_11,CI24966
76435_11,CI26193
76436_11,CI27050
76443_11,CI25631
76446_11,CI27004
76448_11,CI27009
76451_11,CI27007
76454_11,CI26200
76455_11,CI27044
76457_11,CI27051
76459_11,CI27044
76460_11,CI28568
76466_11,CI24788
76467_11,CI26206
76468_11,CI23919
76470_11,CI27457
76472_11,CI24956
76476_11,CI27900
76477_11,CI24636
76478_11,CI27900
76481_11,CI23869
76488_11,CI25852
76493_11,CI27282
76499_11,CI26206
76501_11,CI24527
76504_11,CI26197
76505_11,CI24026
76507_11,CI26054
76510_11,CI27660
76511_11,CI26051
76514_11,CI27007
76515_11,CI23848
76516_11,CI25667
76517_11,CI23655
76521_11,CI26199
76524_11,CI25221
76530_11,CI26765
76532_11,CI25254
76534_11,CI24274
76536_11,CI28099
76537_11,CI26199
76539_11,CI26989
76540_11,CI23691
76541_11,CI24531
76542_11,CI24252
76543_11,CI25115
76545_11,CI26206
76547_11,CI26951
76548_11,CI25451
76553_11,CI24438
76557_11,CI26207
76561_11,CI24873
76564_11,CI25221
76566_11,CI24261
76569_11,CI24534
76576_11,CI25135
76578_11,CI24793
76582_11,CI24966
76583_11,CI24081
76586_11,CI28576
76589_11,CI26199
76591_11,CI24109
76595_11,CI24187
76599_11,CI24348
76600_11,CI24917
76604_11,CI23741
76605_11,CI24032
76606_11,CI26955
76607_11,CI25769
76608_11,CI26207
76609_11,CI25054
76613_11,CI25116
76617_11,CI25127
76618_11,CI27959
76619_11,CI26050
76620_11,CI25067
76623_11,CI23770
76624_11,CI26781
76627_11,CI24081
76628_11,CI24787
76633_11,CI24876
76635_11,CI25124
76636_11,CI23702
76637_11,CI25137
76638_11,CI27007
76639_11,CI25574
76640_11,CI26951
76642_11,CI24966
76643_11,CI23933
76653_11,CI25140
76654_11,CI24373
76656_11,CI27959
76658_11,CI23714
76660_11,CI24599
76672_11,CI26176
76673_11,CI27959
76677_11,CI26985
76678_11,CI23771
76680_11,CI26984
76683_11,CI25034
76688_11,CI24591
76697_11,CI26206
76701_11,CI24259
76703_11,CI26444
76704_11,CI24917
76709_11,CI27007
76710_11,CI23994
76711_11,CI24530
76719_11,CI23790
76721_11,CI26197
76728_11,CI27007
76729_11,CI26988
76732_11,CI25148
76735_11,CI25142
76738_11,CI24872
76739_11,CI25136
76743_11,CI25128
76745_11,CI24583
76752_11,CI25507
76756_11,CI25733
76764_11,CI25108
76766_11,CI24348
76768_11,CI26197
76773_11,CI24943
76776_11,CI23994
76777_11,CI26404
76778_11,CI23702
76785_11,CI26676
76786_11,CI26190
76788_11,CI26782
76789_11,CI24139
76794_11,CI23921
76796_11,CI25769
76799_11,CI25075
76806_11,CI24917
76808_11,CI25834
76809_11,CI24891
76810_11,CI26190
76811_11,CI24954
76812_11,CI24866
76816_11,CI24100
76822_11,CI24531
76823_11,CI24671
76829_11,CI28698
76831_11,CI26193
76837_11,CI26202
76839_11,CI26873
76841_11,CI26204
76846_11,CI23880
76848_11,CI26856
76851_11,CI23781
76852_11,CI26198
76856_11,CI27008
76857_11,CI27010
76858_11,CI25110
76859_11,CI24440
76863_11,CI26189
76868_11,CI26185
76872_11,CI24969
76873_11,CI24440
76874_11,CI26287
76878_11,CI26199
76879_11,CI26951
76881_11,CI24349
76883_11,CI26986
76887_11,CI26856
76891_11,CI24239
76893_11,CI25247
76897_11,CI26935
76898_11,CI27029
76899_11,CI26220
76903_11,CI25142
76905_11,CI26217
76908_11,CI26184
76912_11,CI23702
76914_11,CI24029
76916_11,CI25055
76917_11,CI25098
76918_11,CI27033
76925_11,CI26208
76926_11,CI25140
76931_11,CI26956
76933_11,CI24958
76935_11,CI26911
76940_11,CI26184
76943_11,CI26178
76948_11,CI26194
76949_11,CI25117
76950_11,CI24956
76952_11,CI23663
76954_11,CI27048
76955_11,CI25297
76957_11,CI24418
76964_11,CI25074
76970_11,CI24712
76971_11,CI27124
76978_11,CI24876
76979_11,CI25123
76980_11,CI24892
76982_11,CI24261
76988_11,CI26206
76990_11,CI24081
76991_11,CI26206
76994_11,CI24917
77000_11,CI25141
77005_11,CI25107
77009_11,CI26951
77012_11,CI23836
77014_11,CI26820
77015_11,CI24239
77017_11,CI24100
77018_11,CI26052
77024_11,CI24950
77028_11,CI25123
77029_11,CI26954
77031_11,CI26949
77032_11,CI24261
77035_11,CI26897
77036_11,CI23856
77037_11,CI24533
77039_11,CI24969
77043_11,CI25135
77045_11,CI26903
77046_11,CI24871
77050_11,CI24228
77051_11,CI26875
77054_11,CI25446
77060_11,CI26202
77061_11,CI25039
77062_11,CI24690
77063_11,CI23648
77073_11,CI23921
77076_11,CI25289
77077_11,CI24892
77078_11,CI23952
77080_11,CI24235
77082_11,CI24187
77089_11,CI24225
77103_11,CI28290
77105_11,CI24138
77109_11,CI24138
77112_11,CI27033
77113_11,CI23574
77117_11,CI23933
77118_11,CI26955
77121_11,CI24111
77123_11,CI24439
77124_11,CI25292
77127_11,CI26901
77131_11,CI23770
77134_11,CI24787
77137_11,CI23913
77139_11,CI25042
77151_11,CI25132
77153_11,CI25446
77156_11,CI26505
77160_11,CI25107
77161_11,CI27005
77163_11,CI24996
77164_11,CI23848
77169_11,CI24943
77171_11,CI24609
77172_11,CI25135
77178_11,CI25123
77182_11,CI23999
77186_11,CI24871
77187_11,CI24418
77188_11,CI25132
77189_11,CI24114
77190_11,CI25144
77191_11,CI25140
77192_11,CI27644
77193_11,CI23853
77197_11,CI24793
77198_11,CI23855
77202_11,CI26951
77203_11,CI23913
77205_11,CI23660
77206_11,CI26866
77207_11,CI26166
77214_11,CI26208
77219_11,CI24490
77222_11,CI25253
77223_11,CI24533
77225_11,CI25930
77226_11,CI25561
77233_11,CI25688
77237_11,CI24206
77240_11,CI23555
77246_11,CI23531
77247_11,CI25125
77248_11,CI24187
77254_11,CI24871
77255_11,CI24521
77256_11,CI24930
77257_11,CI24440
77259_11,CI24530
77260_11,CI24928
77263_11,CI24968
77264_11,CI26870
77265_11,CI25024
77269_11,CI25175
77270_11,CI24921
77274_11,CI23848
77280_11,CI25140
77282_11,CI23692
77283_11,CI23938
77285_11,CI24188
77296_11,CI23924
77299_11,CI25123
77300_11,CI24001
77302_11,CI23855
77305_11,CI25124
77306_11,CI25057
77307_11,CI27669
77308_11,CI23663
77310_11,CI28580
77311_11,CI26822
77316_11,CI24257
77319_11,CI23569
77320_11,CI24868
77322_11,CI24521
77325_11,CI24491
77326_11,CI24532
77328_11,CI24421
77330_11,CI26839
77337_11,CI23616
77338_11,CI24955
77340_11,CI25092
77342_11,CI28182
77343_11,CI28572
77344_11,CI25141
77346_11,CI25304
77347_11,CI28585
77350_11,CI24440
77354_11,CI24954
77357_11,CI25135
77359_11,CI24901
77366_11,CI25137
77368_11,CI25735
77369_11,CI24953
77371_11,CI24175
77375_11,CI24898
77376_11,CI28582
77382_11,CI28569
77384_11,CI25126
77386_11,CI23569
77389_11,CI28569
77390_11,CI25110
77392_11,CI24206
77393_11,CI26997
77395_11,CI23663
77396_11,CI24962
77404_11,CI26165
77409_11,CI24888
77410_11,CI24951
77413_11,CI25217
77414_11,CI25092
77416_11,CI25142
77417_11,CI24963
77419_11,CI23750
77421_11,CI26997
77428_11,CI24530
77429_11,CI26842
77431_11,CI26843
77436_11,CI23769
77438_11,CI26938
77439_11,CI25124
77441_11,CI25437
77444_11,CI25302
77448_11,CI28344
77449_11,CI26865
77450_11,CI23714
77451_11,CI25024
77454_11,CI24968
77455_11,CI24206
77458_11,CI23855
77462_11,CI24526
77464_11,CI25064
77465_11,CI26923
77466_11,CI26927
77467_11,CI26052
77468_11,CI24918
77469_11,CI24348
77470_11,CI24533
77474_11,CI26862
77480_11,CI24374
77485_11,CI26221
77487_11,CI24373
77490_11,CI25631
77491_11,CI24866
77492_11,CI25126
77494_11,CI26820
77498_11,CI25125
77499_11,CI26050
77502_11,CI28012
77505_11,CI24692
77508_11,CI24421
77510_11,CI24588
77512_11,CI26465
77515_11,CI24661
77516_11,CI24596
77519_11,CI24958
77520_11,CI26903
77522_11,CI25055
77524_11,CI23848
77531_11,CI24261
77532_11,CI25135
77535_11,CI25295
77543_11,CI24418
77544_11,CI25127
77549_11,CI25057
77550_11,CI27744
77552_11,CI24680
77553_11,CI27060
77562_11,CI23723
77566_11,CI23780
77568_11,CI25149
77572_11,CI26820
77574_11,CI26205
77579_11,CI24968
77581_11,CI24440
77582_11,CI23975
77589_11,CI28850
77594_11,CI27644
77596_11,CI24531
77600_11,CI25490
77601_11,CI24274
77603_11,CI26916
77607_11,CI23902
77608_11,CI23840
77609_11,CI24530
77613_11,CI26859
77614_11,CI24418
77616_11,CI26871
77620_11,CI25055
77621_11,CI23999
77623_11,CI24373
77624_11,CI25043
77625_11,CI23875
77635_11,CI24230
77636_11,CI25068
77639_11,CI23893
77640_11,CI25150
77642_11,CI25069
77645_11,CI25135
77652_11,CI27802
77653_11,CI23855
77654_11,CI23791
77656_11,CI27802
77659_11,CI25322
77663_11,CI24862
77665_11,CI27797
77667_11,CI24031
77668_11,CI25466
77671_11,CI24526
77677_11,CI23673
77680_11,CI25141
77689_11,CI24267
77695_11,CI25108
77697_11,CI24952
77698_11,CI26226
77703_11,CI26646
77705_11,CI24953
77707_11,CI26208
77709_11,CI24603
77719_11,CI23848
77722_11,CI24437
77729_11,CI26058
77733_11,CI23913
77734_11,CI23654
77735_11,CI24228
77739_11,CI24261
77740_11,CI26056
77742_11,CI25143
77743_11,CI24875
77744_11,CI26077
77746_11,CI24139
77750_11,CI25125
77752_11,CI23479
77753_11,CI23928
77755_11,CI24187
77756_11,CI24531
77757_11,CI26155
77762_11,CI23498
77765_11,CI26832
77768_11,CI25055
77769_11,CI23498
77770_11,CI26872
77771_11,CI23498
77773_11,CI25068
77774_11,CI24871
77782_11,CI24953
77783_11,CI24882
77786_11,CI23619
77788_11,CI26051
77795_11,CI26837
77796_11,CI26827
77798_11,CI26093
77804_11,CI26198
77808_11,CI27569
77812_11,CI23770
77813_11,CI28569
77817_11,CI25054
77818_11,CI23662
77819_11,CI25057
77825_11,CI27008
77827_11,CI26866
77829_11,CI24968
77830_11,CI24531
77831_11,CI27013
77832_11,CI26991
77833_11,CI26920
77838_11,CI26052
77843_11,CI27015
77844_11,CI24997
77846_11,CI26988
77849_11,CI26991
77853_11,CI24927
77856_11,CI26897
77858_11,CI26986
77859_11,CI27012
77863_11,CI26999
77871_11,CI28982
77872_11,CI24206
77878_11,CI24228
77880_11,CI24228
77881_11,CI24532
77883_11,CI25634
77887_11,CI25634
77888_11,CI27015
77890_11,CI26930
77891_11,CI24534
77892_11,CI24532
77893_11,CI23660
77897_11,CI27008
77898_11,CI26933
77899_11,CI25075
77901_11,CI26912
77907_11,CI26052
77908_11,CI26921
77912_11,CI26920
77913_11,CI24447
77918_11,CI24875
77919_11,CI25073
77921_11,CI25029
77925_11,CI26933
77926_11,CI25089
77930_11,CI24522
77933_11,CI24031
77935_11,CI24953
77940_11,CI26056
77941_11,CI26922
77945_11,CI24871
77946_11,CI26916
77948_11,CI26931
77953_11,CI28574
77955_11,CI24418
77957_11,CI25115
77958_11,CI26991
77964_11,CI27012
77965_11,CI24917
77971_11,CI26935
77973_11,CI23676
77974_11,CI26169
77976_11,CI24939
77978_11,CI26912
77983_11,CI24120
77985_11,CI26675
77988_11,CI25180
77990_11,CI25681
77991_11,CI24876
77997_11,CI27731
78002_11,CI25114
78003_11,CI26208
78004_11,CI25126
78005_11,CI24461
78006_11,CI23481
78007_11,CI28580
78017_11,CI25135
78019_11,CI23657
78022_11,CI24447
78024_11,CI26220
78028_11,CI26912
78030_11,CI25634
78032_11,CI26937
78034_11,CI26890
78035_11,CI25098
78036_11,CI24534
78043_11,CI28257
78045_11,CI24895
78047_11,CI26220
78052_11,CI25107
78053_11,CI24866
78056_11,CI26220
78058_11,CI26051
78061_11,CI26867
78062_11,CI23848
78069_11,CI23716
78072_11,CI26867
78074_11,CI24278
78082_11,CI27003
78084_11,CI24690
78085_11,CI26990
78088_11,CI24261
78092_11,CI26415
78095_11,CI26421
78098_11,CI26415
78100_11,CI25688
78101_11,CI25688
78105_11,CI27003
78106_11,CI24530
78107_11,CI24493
78118_11,CI26871
78121_11,CI28253
78122_11,CI26928
78125_11,CI27318
78127_11,CI26931
78128_11,CI26859
78134_11,CI27883
78135_11,CI26404
78136_11,CI26208
78141_11,CI26467
78148_11,CI26208
78149_11,CI25043
78150_11,CI28247
78151_11,CI27014
78156_11,CI24917
78160_11,CI26914
78163_11,CI24081
78165_11,CI25149
78167_11,CI24873
78169_11,CI25180
78174_11,CI24490
78176_11,CI24436
78178_11,CI24883
78179_11,CI27137
78185_11,CI25139
78189_11,CI24786
78190_11,CI24671
78191_11,CI26927
78193_11,CI23691
78197_11,CI24866
78199_11,CI24373
78203_11,CI26924
78207_11,CI25124
78208_11,CI25024
78210_11,CI24435
78211_11,CI24690
78213_11,CI24793
78214_11,CI24793
78215_11,CI24788
78216_11,CI24373
78218_11,CI23829
78221_11,CI24228
78225_11,CI25141
78227_11,CI26920
78230_11,CI24349
78233_11,CI26412
78234_11,CI24916
78239_11,CI28569
78240_11,CI24420
78241_11,CI24953
78246_11,CI24917
78247_11,CI26415
78249_11,CI26413
78250_11,CI25074
78251_11,CI24524
78253_11,CI26029
78256_11,CI26428
78257_11,CI26429
78260_11,CI23875
78262_11,CI24873
78263_11,CI25074
78269_11,CI24448
78270_11,CI28569
78271_11,CI24362
78273_11,CI26931
78277_11,CI23697
78280_11,CI26927
78285_11,CI23663
78286_11,CI26927
78287_11,CI25034
78292_11,CI26944
78295_11,CI25124
78302_11,CI24525
78304_11,CI26926
78306_11,CI24917
78307_11,CI23663
78309_11,CI27456
78310_11,CI26931
78311_11,CI24268
78320_11,CI24866
78322_11,CI24228
78324_11,CI24490
78327_11,CI24359
78329_11,CI27137
78330_11,CI23855
78333_11,CI24675
78334_11,CI23769
78338_11,CI26926
78339_11,CI23929
78340_11,CI24525
78342_11,CI24421
78346_11,CI24419
78350_11,CI24786
78359_11,CI23999
78363_11,CI26908
78367_11,CI24240
78371_11,CI24490
78373_11,CI24348
78374_11,CI24448
78375_11,CI24437
78376_11,CI24184
78378_11,CI26929
78380_11,CI24271
78384_11,CI24944
78390_11,CI26250
78399_11,CI24419
78400_11,CI25180
78403_11,CI27734
78404_11,CI24542
78405_11,CI25444
78408_11,CI23663
78411_11,CI23855
78425_11,CI26909
78431_11,CI25053
78433_11,CI27313
78443_11,CI24788
78445_11,CI24952
78447_11,CI23648
78448_11,CI24533
78449_11,CI23648
78450_11,CI26918
78451_11,CI24935
78455_11,CI24929
78459_11,CI26918
78461_11,CI25057
78468_11,CI24359
78473_11,CI24603
78474_11,CI26932
78480_11,CI24904
78481_11,CI24420
78484_11,CI24868
78485_11,CI26920
78486_11,CI25114
78487_11,CI26924
78491_11,CI25136
78493_11,CI25180
78498_11,CI26934
78499_11,CI26934
78502_11,CI26924
78504_11,CI23646
78511_11,CI23663
78512_11,CI25932
78516_11,CI26897
78517_11,CI24435
78521_11,CI26210
78524_11,CI23887
78526_11,CI24139
78527_11,CI28173
78535_11,CI28586
78536_11,CI23667
78543_11,CI25514
78544_11,CI24875
78546_11,CI26880
78547_11,CI23663
78550_11,CI25135
78553_11,CI23769
78557_11,CI26210
78558_11,CI24421
78559_11,CI26895
78561_11,CI26210
78562_11,CI23714
78565_11,CI26901
78567_11,CI26210
78569_11,CI26210
78571_11,CI26897
78576_11,CI26164
78578_11,CI23639
78580_11,CI28583
78581_11,CI24958
78583_11,CI24692
78584_11,CI26880
78589_11,CI26893
78591_11,CI23921
78593_11,CI26895
78596_11,CI26176
78598_11,CI28179
78603_11,CI24868
78604_11,CI23848
78607_11,CI23663
78615_11,CI26221
78619_11,CI25074
78621_11,CI26877
78627_11,CI26859
78628_11,CI26874
78630_11,CI26880
78631_11,CI24868
78632_11,CI26953
78633_11,CI26893
78634_11,CI26221
78639_11,CI25437
78643_11,CI24868
78646_11,CI24110
78647_11,CI24110
78654_11,CI26221
78657_11,CI24138
78658_11,CI26221
78661_11,CI28194
78669_11,CI25115
78670_11,CI25074
78672_11,CI24534
78673_11,CI28175
78677_11,CI26880
78679_11,CI26921
78683_11,CI24461
78686_11,CI24876
78687_11,CI24527
78688_11,CI24883
78693_11,CI23867
78694_11,CI26199
78696_11,CI24169
78699_11,CI25175
78703_11,CI23790
78704_11,CI23873
78705_11,CI26174
78708_11,CI26160
78719_11,CI24866
78720_11,CI23663
78721_11,CI23663
78722_11,CI23791
78724_11,CI23812
78726_11,CI26190
78727_11,CI24950
78736_11,CI25442
78738_11,CI23880
78739_11,CI26198
78741_11,CI26914
78749_11,CI24621
78753_11,CI24527
78755_11,CI24868
78756_11,CI25126
78757_11,CI23848
78761_11,CI23830
78769_11,CI26987
78772_11,CI24680
78781_11,CI26221
78782_11,CI26221
78784_11,CI24421
78787_11,CI23510
78788_11,CI23929
78789_11,CI26169
78790_11,CI24440
78797_11,CI25445
78801_11,CI27920
78802_11,CI27920
78807_11,CI26900
78809_11,CI26076
78812_11,CI24362
78819_11,CI25075
78820_11,CI26196
78825_11,CI24100
78835_11,CI24528
78836_11,CI26204
78838_11,CI24892
78839_11,CI25057
78840_11,CI25062
78843_11,CI26903
78844_11,CI23769
78853_11,CI24661
78854_11,CI26167
78856_11,CI26922
78857_11,CI26930
78858_11,CI26926
78861_11,CI27173
78862_11,CI27005
78863_11,CI24228
78866_11,CI27780
78868_11,CI26210
78870_11,CI26891
78872_11,CI26210
78874_11,CI26221
78876_11,CI25108
78877_11,CI24871
78878_11,CI26988
78882_11,CI24052
78883_11,CI23648
78884_11,CI26208
78886_11,CI25490
78887_11,CI25075
78888_11,CI26936
78890_11,CI26052
78895_11,CI24531
78898_11,CI26936
78902_11,CI26210
78904_11,CI25221
78906_11,CI24440
78908_11,CI26215
78911_11,CI25109
78916_11,CI23769
78917_11,CI23910
78918_11,CI26221
78920_11,CI24188
78925_11,CI26893
78928_11,CI23620
78934_11,CI24001
78935_11,CI24187
78938_11,CI26218
78942_11,CI23909
78945_11,CI26934
78950_11,CI25248
78952_11,CI25135
78953_11,CI24259
78961_11,CI26932
78962_11,CI24114
78963_11,CI24891
78966_11,CI26897
78967_11,CI24420
78969_11,CI26897
78971_11,CI26917
78978_11,CI26930
78979_11,CI24184
78980_11,CI26901
78981_11,CI25142
78982_11,CI26897
78984_11,CI26937
78985_11,CI24968
78996_11,CI24239
79004_11,CI24490
79013_11,CI25022
79014_11,CI25106
79015_11,CI26934
79016_11,CI25105
79019_11,CI26505
79020_11,CI23569
79023_11,CI26897
79025_11,CI24604
79026_11,CI25442
79029_11,CI26901
79031_11,CI24879
79033_11,CI25501
79034_11,CI25222
79037_11,CI24228
79038_11,CI26208
79040_11,CI26169
79042_11,CI25997
79044_11,CI26923
79046_11,CI25999
79050_11,CI26926
79053_11,CI25123
79054_11,CI26930
79057_11,CI26930
79058_11,CI24902
79060_11,CI26912
79061_11,CI26171
79062_11,CI26860
79063_11,CI24875
79067_11,CI26210
79069_11,CI26925
79070_11,CI25490
79073_11,CI26855
79076_11,CI25135
79078_11,CI25029
79086_11,CI27964
79089_11,CI26874
79090_11,CI26221
79093_11,CI27980
79094_11,CI26877
79095_11,CI26931
79099_11,CI26221
79105_11,CI26926
79112_11,CI26931
79113_11,CI23994
79114_11,CI26210
79118_11,CI26933
79120_11,CI24117
79122_11,CI26890
79125_11,CI23741
79129_11,CI25272
79130_11,CI27418
79131_11,CI24873
79134_11,CI26870
79135_11,CI24527
79139_11,CI26210
79143_11,CI26220
79145_11,CI23855
79149_11,CI26916
79150_11,CI25074
79151_11,CI26895
79152_11,CI23714
79153_11,CI26925
79156_11,CI26221
79157_11,CI24348
79162_11,CI26208
79163_11,CI24956
79167_11,CI24030
