TITLE,RESTAURANT_ID,CUISINES,TIME,CITY,LOCALITY,RATING,VOTES,COST,,,,,,,,,,,,,,,,,,,
CASUAL,4851,Continental,12,Mumbai,Fort,4.1,918,1700,,,,,,,,,,,,,,,,,,,
CASUAL,12750,South,7,Secunderabad,Paradise,4.0,362,350,,,,,,,,,,,,,,,,,,,
CASUAL,1872,Biryani,11,Telangana 500034,Hyderabad,4.2,506,400,,,,,,,,,,,,,,,,,,,
CASUAL,15502,Chinese,11,Chennai,Perungudi,3.7,563,650,,,,,,,,,,,,,,,,,,,
CAFÉ,8707,Cafe,7,Mumbai,Colaba,3.9,66,2500,,,,,,,,,,,,,,,,,,,
QUICK,7492,South,0:00,Bangalore,Hennur,3.9,170,350,,,,,,,,,,,,,,,,,,,
QUICK,11718,North,11,Kochi,Kacheripady,3.8,38,550,,,,,,,,,,,,,,,,,,,
QUICK,5258,Fast,0:00,Hyderabad,Madhapur,3.5,116,300,,,,,,,,,,,,,,,,,,,
QUICK,4804,Chinese,Closed,Ghaziabad,Sahibabad,3.5,21,200,,,,,,,,,,,,,,,,,,,
CASUAL,6807,Mughlai,0:00,Noida,Sector,4.0,514,1100,,,,,,,,,,,,,,,,,,,
SWEET,4031,Mithai,10,Gurgaon,Near,NEW,,200,,,,,,,,,,,,,,,,,,,
SWEET,11643,Mithai,0:00,Bangalore,Hennur,4.0,171,400,,,,,,,,,,,,,,,,,,,
QUICK,11474,North,8,Kochi,Kakkanad,NEW,,250,,,,,,,,,,,,,,,,,,,
DHABA,3903,North,11,Gurgaon,Sector,4.6,380,1100,,,,,,,,,,,,,,,,,,,
BAKERY,2597,Bakery,0:00,Bangalore,Brookefield,3.7,72,400,,,,,,,,,,,,,,,,,,,
QUICK,14840,Seafood,9,Kochi,Nedumbassery,NEW,,200,,,,,,,,,,,,,,,,,,,
DESSERT,6776,Desserts,11,Kochi,Fort,-,,300,,,,,,,,,,,,,,,,,,,
QUICK,15105,Fast,11,Chennai,Karapakkam,3.8,240,300,,,,,,,,,,,,,,,,,,,
None,13096,Asian,12,,,NEW,,600,,,,,,,,,,,,,,,,,,,
CASUAL,1592,Fast,12,Mumbai,Mulund,3.8,778,550,,,,,,,,,,,,,,,,,,,
QUICK,11898,North,0:00,New Delhi,Shahdara,3.9,304,150,,,,,,,,,,,,,,,,,,,
DESSERT,12388,Desserts,12,Bangalore,Kalyan,3.5,16,350,,,,,,,,,,,,,,,,,,,
QUICK,10391,Pizza,0:00,Hyderabad,Kukatpally,2.5,179,350,,,,,,,,,,,,,,,,,,,
CASUAL,3186,Chinese,0:00,Bangalore,Basaveshwara,4.0,178,750,,,,,,,,,,,,,,,,,,,
DESSERT,11838,Ice,8,Hyderabad,Himayath,3.3,47,300,,,,,,,,,,,,,,,,,,,
QUICK,3593,North,11,Chennai,Ramapuram,3.6,45,350,,,,,,,,,,,,,,,,,,,
QUICK,11125,Hyderabadi,1,Hyderabad,Nampally,3.7,597,250,,,,,,,,,,,,,,,,,,,
CASUAL,8467,Chinese,11,Chennai,Mylapore,2.9,37,1000,,,,,,,,,,,,,,,,,,,
QUICK,7251,North,0:00,Bangalore,Brookefield,4.1,1164,500,,,,,,,,,,,,,,,,,,,
BAR,10707,North,12,Andheri West,Versova,3.7,217,1600,,,,,,,,,,,,,,,,,,,
QUICK,32,Chinese,12,Hyderabad,Gachibowli,2.4,127,300,,,,,,,,,,,,,,,,,,,
FINE,1052,Italian,1,New Delhi,Greater,4.2,840,3000,,,,,,,,,,,,,,,,,,,
QUICK,359,South,9,New Delhi,Green,3.8,561,500,,,,,,,,,,,,,,,,,,,
CASUAL,13392,Chettinad,12,Chennai,Aminijikarai,3.4,62,200,,,,,,,,,,,,,,,,,,,
None,6890,Biryani,9,Chennai,Purasavakkam,3.9,145,250,,,,,,,,,,,,,,,,,,,
CASUAL,8026,North,6,Hyderabad,Near,3.5,98,600,,,,,,,,,,,,,,,,,,,
DESSERT,11969,Ice,11,Bangalore,Rajajinagar,3.4,8,150,,,,,,,,,,,,,,,,,,,
FOOD,549,Arabian,6,Hyderabad,Banjara,2.8,48,450,,,,,,,,,,,,,,,,,,,
QUICK,13136,Fast,1,Mumbai,Malabar,NEW,,500,,,,,,,,,,,,,,,,,,,
BAKERY,1350,Bakery,10,New Delhi,Pitampura,3.9,212,350,,,,,,,,,,,,,,,,,,,
DESSERT,899,Desserts,11,Kochi,Chullickal,-,,150,,,,,,,,,,,,,,,,,,,
CASUAL,6759,North,11,Mumbai,Goregaon,3.9,421,800,,,,,,,,,,,,,,,,,,,
QUICK,12397,Continental,6,Mumbai,Virar,3.9,97,500,,,,,,,,,,,,,,,,,,,
CASUAL,5018,African,11,Kochi,Edappally,4.2,467,900,,,,,,,,,,,,,,,,,,,
None,15308,Fast,11,New Delhi,Karol,3.7,240,400,,,,,,,,,,,,,,,,,,,
QUICK,13492,Chinese,11,New Delhi,Near,3.8,110,500,,,,,,,,,,,,,,,,,,,
CASUAL,9989,North,12,Hyderabad,Gachibowli,3.6,3038,400,,,,,,,,,,,,,,,,,,,
CASUAL,10210,North,8,Mumbai,Sion,3.9,553,1000,,,,,,,,,,,,,,,,,,,
CASUAL,12552,North,11,Hyderabad,Kothapet,3.9,2741,600,,,,,,,,,,,,,,,,,,,
BAKERY,5068,Bakery,4,New Delhi,Rohini,4.0,337,250,,,,,,,,,,,,,,,,,,,
CASUAL,14927,Biryani,10,Hyderabad,Nizampet,3.6,83,550,,,,,,,,,,,,,,,,,,,
CASUAL,5791,South,11,Chennai,GST,4.0,1128,500,,,,,,,,,,,,,,,,,,,
None,15184,Pizza,7,New Delhi,Chhatarpur,4.2,54,900,,,,,,,,,,,,,,,,,,,
CASUAL,4160,North,11,Kochi,Vyttila,3.6,22,900,,,,,,,,,,,,,,,,,,,
QUICK,3279,Fast,8,Chennai,Adambakkam,3.5,21,150,,,,,,,,,,,,,,,,,,,
QUICK,14804,Fast,10,Mumbai,Near,3.5,146,500,,,,,,,,,,,,,,,,,,,
BAKERY,1351,Bakery,9,Navi Mumbai,Nerul,4.2,538,700,,,,,,,,,,,,,,,,,,,
CASUAL,8599,Kebab,12,New Delhi,Lajpat,4.0,394,800,,,,,,,,,,,,,,,,,,,
QUICK,14692,Fast,11,Hyderabad,Nagole,3.8,135,300,,,,,,,,,,,,,,,,,,,
None,11282,Pizza,11,New Delhi,Rohini,NEW,,200,,,,,,,,,,,,,,,,,,,
QUICK,4427,Biryani,11,Chennai,Karapakkam,3.2,138,500,,,,,,,,,,,,,,,,,,,
CASUAL,10199,North,12,New Delhi,Delhi,NEW,,700,,,,,,,,,,,,,,,,,,,
QUICK,4449,Fast,0:00,Thane,Thane,NEW,,250,,,,,,,,,,,,,,,,,,,
CAFÉ,13605,Cafe,12,Kochi,Panampilly,4.5,713,950,,,,,,,,,,,,,,,,,,,
MESS,1398,South,12,Hyderabad,L,3.6,91,300,,,,,,,,,,,,,,,,,,,
FINE,10025,Japanese,7,Chennai,Guindy,4.5,354,4200,,,,,,,,,,,,,,,,,,,
FOOD,8912,Chinese,11,Gurgaon,MG,4.1,80,300,,,,,,,,,,,,,,,,,,,
CASUAL,9985,North,12,Mumbai,Near,2.4,59,1800,,,,,,,,,,,,,,,,,,,
CASUAL,9359,Biryani,12,Chennai,Perungudi,3.4,662,800,,,,,,,,,,,,,,,,,,,
QUICK,14134,Italian,0:00,Gurgaon,Sector,4.2,253,750,,,,,,,,,,,,,,,,,,,
CASUAL,12288,South,0:00,Chennai,Kodambakkam,3.3,27,300,,,,,,,,,,,,,,,,,,,
FINE,8182,North,0:00,Chennai,Guindy,4.4,1189,4000,,,,,,,,,,,,,,,,,,,
CASUAL,5015,Kerala,7,Kochi,Kakkanad,4.1,391,450,,,,,,,,,,,,,,,,,,,
QUICK,4764,North,11,New Delhi,Kirti,NEW,,400,,,,,,,,,,,,,,,,,,,
None,3006,Arabian,12mid,Chennai,Shenoy,3.6,641,400,,,,,,,,,,,,,,,,,,,
QUICK,3613,Pizza,11,Faridabad,Suraj,3.3,13,500,,,,,,,,,,,,,,,,,,,
QUICK,4864,Fast,10,IOB Bank Kamala Nagar,1-7-172/1,3.8,63,150,,,,,,,,,,,,,,,,,,,
CASUAL,7127,North,0:00,Chennai,Tambaram,3.0,209,500,,,,,,,,,,,,,,,,,,,
CASUAL,10291,Continental,11,Bangalore,Koramangala,4.5,861,800,,,,,,,,,,,,,,,,,,,
CASUAL,8440,Chinese,11,Mumbai,Mazgaon,3.8,365,700,,,,,,,,,,,,,,,,,,,
CASUAL,9444,North,5,Hyderabad,Langer,3.3,305,700,,,,,,,,,,,,,,,,,,,
DESSERT,1267,Desserts,2,Mumbai,Mahim,4.4,1640,400,,,,,,,,,,,,,,,,,,,
QUICK,481,Street,12,Hyderabad,Mehdipatnam,4.2,232,200,,,,,,,,,,,,,,,,,,,
QUICK,8890,Chinese,12,Bangalore,JP,4.3,541,300,,,,,,,,,,,,,,,,,,,
CASUAL,9408,Andhra,11,Chennai,Valasaravakkam,3.6,518,600,,,,,,,,,,,,,,,,,,,
CASUAL,10648,North,11,New Delhi,Rohini,3.6,403,800,,,,,,,,,,,,,,,,,,,
CASUAL,6039,Chinese,11,Navi Mumbai,New,NEW,,200,,,,,,,,,,,,,,,,,,,
QUICK,3126,Chinese,12,Hyderabad,Banjara,2.9,35,400,,,,,,,,,,,,,,,,,,,
CASUAL,13589,Continental,12,Thane West,Manpada,3.9,594,900,,,,,,,,,,,,,,,,,,,
CASUAL,11936,Kerala,12,Kochi,Fort,-,,350,,,,,,,,,,,,,,,,,,,
QUICK,11110,Street,6,Secunderabad,S,4.2,111,50,,,,,,,,,,,,,,,,,,,
CASUAL,8180,South,11,Chennai,Egmore,3.3,29,600,,,,,,,,,,,,,,,,,,,
BEVERAGE,7730,Beverages,1,Bangalore,Marathahalli,3.7,145,150,,,,,,,,,,,,,,,,,,,
LOUNGE,8333,Continental,5,Bangalore,Marathahalli,4.2,53,4500,,,,,,,,,,,,,,,,,,,
None,14603,Street,10,New Delhi,Lajpat,3.5,86,150,,,,,,,,,,,,,,,,,,,
CASUAL,14455,Continental,12,New Delhi,Janakpuri,4.4,834,1400,,,,,,,,,,,,,,,,,,,
None,1850,North,24,Bangalore,Indiranagar,NEW,,350,,,,,,,,,,,,,,,,,,,
CASUAL,7839,Chinese,11,Kochi,Palarivattom,4.0,50,900,,,,,,,,,,,,,,,,,,,
CASUAL,8511,North,11,Bangalore,Brigade,3.0,4,700,,,,,,,,,,,,,,,,,,,
QUICK,5182,Andhra,11,Bangalore,Electronic,3.9,420,450,,,,,,,,,,,,,,,,,,,
CASUAL,10062,North,0:00,Hyderabad,Kothapet,4.0,619,800,,,,,,,,,,,,,,,,,,,
CASUAL,13059,Continental,0:00,Bangalore,Bhoopasandra,3.5,13,650,,,,,,,,,,,,,,,,,,,
QUICK,3838,North,10,Bangalore,Marathahalli,3.9,82,250,,,,,,,,,,,,,,,,,,,
QUICK,4452,Fast,9,Mumbai,Powai,3.9,547,600,,,,,,,,,,,,,,,,,,,
CASUAL,274,North,11,New Delhi,Shahdara,3.4,33,400,,,,,,,,,,,,,,,,,,,
CASUAL,1826,Hyderabadi,11,New Delhi,Dwarka,3.9,643,750,,,,,,,,,,,,,,,,,,,
KIOSK,14099,North,0:00,Chennai,Chennai,3.7,36,200,,,,,,,,,,,,,,,,,,,
CASUAL,6416,North,12,Hyderabad,Madhapur,3.6,115,500,,,,,,,,,,,,,,,,,,,
CASUAL,6814,Thai,12,Mumbai,Near,4.2,117,700,,,,,,,,,,,,,,,,,East,,
BAKERY,6768,Bakery,9,Mumbai,Marol,3.7,22,500,,,,,,,,,,,,,,,,,,,
CASUAL,5548,North,8,Mumbai,Marol,4.0,116,500,,,,,,,,,,,,,,,,,,,
QUICK,12706,Fast,11,Secunderabad,M.G.,3.4,43,350,,,,,,,,,,,,,,,,,,,
DESSERT,13450,Desserts,12,Chennai,Purasavakkam,4.1,264,250,,,,,,,,,,,,,,,,,,,
QUICK,11421,North,11,Bangalore,International,3.6,121,350,,,,,,,,,,,,,,,,,,,
None,13417,North,8,Ghaziabad,Kaushambi,3.5,86,500,,,,,,,,,,,,,,,,,,,
CASUAL,11829,Continental,11,Kochi,Thevera,3.4,9,400,,,,,,,,,,,,,,,,,,,
QUICK,1121,Chinese,11,Chennai,Kovilambakkam,3.7,30,250,,,,,,,,,,,,,,,,,,,
CASUAL,12401,Parsi,0:00,Mumbai,Bandra,4.1,3194,1500,,,,,,,,,,,,,,,,,,,
QUICK,1277,North,12,Chennai,Egmore,4.2,304,1000,,,,,,,,,,,,,,,,,,,
QUICK,6716,South,7,Bangalore,Electronic,-,,200,,,,,,,,,,,,,,,,,,,
CASUAL,6048,Kerala,7,Kochi,Nedumbassery,3.7,61,500,,,,,,,,,,,,,,,,,,,
CASUAL,14027,North,0:00,Secunderabad,S,3.8,155,800,,,,,,,,,,,,,,,,,,,
QUICK,564,Seafood,6,Chennai,Tambaram,3.6,42,300,,,,,,,,,,,,,,,,,,,
CASUAL,10404,Continental,12,Bangalore,Indiranagar,4.1,1722,1100,,,,,,,,,,,,,,,,,,,
CASUAL,5211,Chinese,11,Secunderabad,M.G.,3.9,283,800,,,,,,,,,,,,,,,,,,,
QUICK,4807,Sandwich,12,Chennai,Potheri,3.9,183,150,,,,,,,,,,,,,,,,,,,
CASUAL,2699,Biryani,5,Hyderabad,Musheerabad,3.9,9005,850,,,,,,,,,,,,,,,,,,,
CASUAL,7569,Kerala,12,Bangalore,HSR,3.8,1175,600,,,,,,,,,,,,,,,,,,,
CAFÉ,2269,Cafe,7,Bangalore,Bannerghatta,3.9,113,450,,,,,,,,,,,,,,,,,,,
MESS,14988,Andhra,12,Bangalore,HSR,3.8,98,300,,,,,,,,,,,,,,,,,,,
CASUAL,12141,North,8,Mumbai,Virar,3.4,109,300,,,,,,,,,,,,,,,,,,,
QUICK,12092,North,9,New Delhi,Vasant,3.7,732,650,,,,,,,,,,,,,,,,,,,
QUICK,2015,Street,11,Hyderabad,Abids,3.7,145,250,,,,,,,,,,,,,,,,,,,
DESSERT,1521,Ice,11,Kochi,Kakkanad,3.9,44,300,,,,,,,,,,,,,,,,,,,
CASUAL,14285,Chinese,12,Noida,Sector,4.1,412,1200,,,,,,,,,,,,,,,,,,,
CASUAL,12128,North,11,Secunderabad,Karkhana,3.6,147,600,,,,,,,,,,,,,,,,,,,
CASUAL,2656,South,0:00,Kochi,Thopumpady,3.6,18,400,,,,,,,,,,,,,,,,,,,
CASUAL,11286,North,0:00,Hyderabad,Gachibowli,3.9,595,500,,,,,,,,,,,,,,,,,,,
QUICK,7049,North,0:00,New Delhi,Gole,3.9,357,350,,,,,,,,,,,,,,,,,,,
DHABA,10759,North,11,Mumbai,Sion,3.8,118,120,,,,,,,,,,,,,,,,,,,
DESSERT,15348,Desserts,0:00,Bandra West,Bandra,3.7,59,300,,,,,,,,,,,,,,,,,,,
CASUAL,5865,South,9,Chennai,Porur,3.6,27,400,,,,,,,,,,,,,,,,,,,
CASUAL,8439,Gujarati,12,Mumbai,Vile,4.7,50,3500,,,,,,,,,,,,,,,,,,,
CASUAL,10485,Malwani,11,Thane West,Panch,4.0,248,700,,,,,,,,,,,,,,,,,,,
CASUAL,3902,North,12,Bengaluru,Indiranagar,4.4,1578,1500,,,,,,,,,,,,,,,,,,,
BAKERY,13713,Bakery,10,Hyderabad,Himayath,3.7,47,250,,,,,,,,,,,,,,,,,,,
CAFÉ,14451,Cafe,11,New Delhi,Shahpur,4.4,265,700,,,,,,,,,,,,,,,,,,,
CAFÉ,13523,Cafe,11,Bandra West,Pali,4.1,886,850,,,,,,,,,,,,,,,,,,,
QUICK,1115,Biryani,Closed,Bangalore,Ilyaz,NEW,,350,,,,,,,,,,,,,,,,,,,
None,10844,Chinese,12,New Delhi,Rohini,3.7,262,300,,,,,,,,,,,,,,,,,,,
QUICK,5990,Biryani,5,Hyderabad,Tolichowki,3.6,148,250,,,,,,,,,,,,,,,,,,,
CASUAL,6460,South,8,Chennai,Royapettah,4.2,714,500,,,,,,,,,,,,,,,,,,,
QUICK,10233,Fast,11,New Delhi,Uttam,3.6,126,300,,,,,,,,,,,,,,,,,,,
CASUAL,11533,North,12,New Delhi,Kailash,3.8,568,600,,,,,,,,,,,,,,,,,,,
CASUAL,3872,North,11,Hyderabad,Kondapur,3.9,176,1000,,,,,,,,,,,,,,,,,,,
CASUAL,2458,South,7,Mumbai,Matunga,4.0,1368,250,,,,,,,,,,,,,,,,,,,
DESSERT,14227,Desserts,11,Chennai,Anna,4.1,179,250,,,,,,,,,,,,,,,,,,,
QUICK,7866,Chinese,12,Noida,Sector,NEW,,600,,,,,,,,,,,,,,,,,,,
None,9117,North,Closed,Bangalore,Kanakapura,-,,400,,,,,,,,,,,,,,,,,,,
CASUAL,12746,North,11,Hyderabad,Malakpet,3.5,131,500,,,,,,,,,,,,,,,,,,,
QUICK,12712,Chettinad,7,Bangalore,Electronic,4.0,133,300,,,,,,,,,,,,,,,,,,,
QUICK,15169,Burger,11,Noida,Sector,4.3,1390,350,,,,,,,,,,,,,,,,,,,
CASUAL,12433,North,12,Mumbai,Mulund,3.6,833,1300,,,,,,,,,,,,,,,,,,,
CASUAL,11873,Asian,12,Chennai,Anna,3.9,1091,900,,,,,,,,,,,,,,,,,,,
CASUAL,13124,South,12,Chennai,Chengalpattu,3.4,30,500,,,,,,,,,,,,,,,,,,,
BAR,5574,Asian,12,Bangalore,HSR,4.3,862,1500,,,,,,,,,,,,,,,,,,,
CAFÉ,12314,Cafe,11,Bangalore,JP,4.1,72,600,,,,,,,,,,,,,,,,,,,
QUICK,4664,Street,1,Chennai,Alwarpet,3.7,19,350,,,,,,,,,,,,,,,,,,,
QUICK,8453,Maharashtrian,Closed,Bangalore,Cunningham,4.0,109,400,,,,,,,,,,,,,,,,,,,
CASUAL,11548,North,Closed,Chennai,Egmore,3.3,38,1000,,,,,,,,,,,,,,,,,,,
CASUAL,14229,Seafood,0:00,Kochi,Willingdon,3.3,4,1200,,,,,,,,,,,,,,,,,,,
DESSERT,1294,Desserts,8,Hyderabad,Begum,4.0,48,350,,,,,,,,,,,,,,,,,,,
CASUAL,12542,Biryani,11,Hyderabad,Kukatpally,3.1,54,500,,,,,,,,,,,,,,,,,,,
BAR,3448,Continental,0:00,Mumbai,Bandra,4.8,1295,2000,,,,,,,,,,,,,,,,,,,
CASUAL,2089,Chinese,11,Mumbai,Khar,3.7,52,700,,,,,,,,,,,,,,,,,,,
BAKERY,13485,Desserts,12,Mumbai,Navi,3.8,80,250,,,,,,,,,,,,,,,,,,,
QUICK,8830,Mithai,8,Noida,Sector,4.0,656,650,,,,,,,,,,,,,,,,,,,
QUICK,3918,North,12,Hyderabad,Madhapur,2.6,64,500,,,,,,,,,,,,,,,,,,,
QUICK,1688,Street,9,Mumbai,Mulund,4.3,248,100,,,,,,,,,,,,,,,,,,,
QUICK,13206,Biryani,11,Chennai,Kolathur,3.7,65,250,,,,,,,,,,,,,,,,,,,
CAFÉ,2408,Cafe,12,Bangalore,Electronic,4.1,389,700,,,,,,,,,,,,,,,,,,,
CAFÉ,6646,Cafe,11,Hyderabad,Mehdipatnam,3.8,414,450,,,,,,,,,,,,,,,,,,,
QUICK,9682,Healthy,0:00,New Delhi,Preet,NEW,,500,,,,,,,,,,,,,,,,,,,
CASUAL,4478,North,Closed,Bangalore,International,4.2,100,1400,,,,,,,,,,,,,,,,,,,
CASUAL,3181,BBQ,12,Chennai,Chennai,3.5,120,450,,,,,,,,,,,,,,,,,,,
CAFÉ,2685,Cafe,12,New Delhi,Delhi,4.1,1030,850,,,,,,,,,,,,,,,,,,,
BAKERY,2596,Bakery,10,Gurgaon,DLF,4.8,160,400,,,,,,,,,,,,,,,,,,,
QUICK,4634,Fast,11,Kochi,Fort,-,,300,,,,,,,,,,,,,,,,,,,
CASUAL,3258,North,12,Thane,Thane,4.2,170,1400,,,,,,,,,,,,,,,,,,,
None,9894,American,6,,,3.8,34,650,,,,,,,,,,,,,,,,,,,
DESSERT,741,Ice,11,Kochi,MG,3.5,17,200,,,,,,,,,,,,,,,,,,,
CASUAL,3634,North,0:00,Gurgaon,Golf,3.8,67,1200,,,,,,,,,,,,,,,,,,,
BEVERAGE,11923,Beverages,11,Hyderabad,Sanjeeva,4.1,134,300,,,,,,,,,,,,,,,,,,,
CASUAL,1715,Chinese,12,Noida,Near,NEW,,500,,,,,,,,,,,,,,,,,,,
FINE,6680,North,24,Bangalore,Lavelle,4.4,2157,2200,,,,,,,,,,,,,,,,,,,
QUICK,1607,South,7,Bangalore,Banashankari,4.1,212,300,,,,,,,,,,,,,,,,,,,
None,14262,Cafe,12,Kochi,Kaloor,4.2,253,500,,,,,,,,,,,,,,,,,,,
None,5744,Fast,12,Secunderabad,S,3.4,43,300,,,,,,,,,,,,,,,,,,,
CASUAL,15159,Tibetan,11,Gurgaon,South,4.1,172,600,,,,,,,,,,,,,,,,,,,
CASUAL,694,Chettinad,0:00,Chennai,T.,4.0,276,450,,,,,,,,,,,,,,,,,,,
QUICK,5809,Chinese,11,Bangalore,BTM,NEW,,300,,,,,,,,,,,,,,,,,,,
CASUAL,15338,Japanese,12,New Delhi,Nehru,4.1,393,1500,,,,,,,,,,,,,,,,,,,
CASUAL,8104,Chinese,0:00,Hyderabad,Tolichowki,3.5,218,550,,,,,,,,,,,,,,,,,,,
DESSERT,13121,Ice,0:00,Mumbai,Mulund,4.8,89,300,,,,,,,,,,,,,,,,,,,
QUICK,9435,Mughlai,11,Mumbai,Marol,3.8,295,450,,,,,,,,,,,,,,,,,,,
BAKERY,286,Bakery,Not,Kochi,Kakkanad,-,,500,,,,,,,,,,,,,,,,,,,
CAFÉ,11787,Cafe,12,New Delhi,SDA,4.1,1548,1000,,,,,,,,,,,,,,,,,,,
QUICK,5951,Biryani,5,Hyderabad,Mehdipatnam,4.0,551,250,,,,,,,,,,,,,,,,,,,
QUICK,15561,Kerala,0:00,HSR Layout,Sector,3.8,42,300,,,,,,,,,,,,,,,,,,,
CASUAL,980,Arabian,5,Chennai,Adambakkam,3.7,52,300,,,,,,,,,,,,,,,,,,,
CAFÉ,446,Cafe,12,Bangalore,Kammanahalli,4.0,76,300,,,,,,,,,,,,,,,,,,,
MICROBREWERY,14909,Finger,12,Gurgaon,Sector,4.3,2143,1600,,,,,,,,,,,,,,,,,,,
CASUAL,7047,Kerala,11,Kochi,Vyttila,3.2,5,350,,,,,,,,,,,,,,,,,,,
QUICK,9172,South,0:00,Bangalore,Jayanagar,4.1,326,200,,,,,,,,,,,,,,,,,,,
QUICK,880,North,0:00,Faridabad,Sector,3.9,456,400,,,,,,,,,,,,,,,,,,,
CASUAL,7279,North,11,Kochi,Panampilly,3.2,20,600,,,,,,,,,,,,,,,,,,,
FINE,11954,Chinese,12,Bengaluru,Palace,4.2,358,2000,,,,,,,,,,,,,,,,,,,
None,15454,South,7,Kochi,Kacheripady,3.1,6,500,,,,,,,,,,,,,,,,,,,
QUICK,13187,Biryani,11,Hyderabad,Kompally,3.6,58,500,,,,,,,,,,,,,,,,,,,
QUICK,2116,North,9,New Delhi,Prashant,4.0,240,150,,,,,,,,,,,,,,,,,,,
QUICK,3934,South,11,Hyderabad,Manikonda,2.7,73,300,,,,,,,,,,,,,,,,,,,
QUICK,6603,South,0:00,Bangalore,Bannerghatta,4.0,206,150,,,,,,,,,,,,,,,,,,,
QUICK,6636,American,12,Hyderabad,Kompally,3.7,47,450,,,,,,,,,,,,,,,,,,,
QUICK,11786,South,0:00,Hyderabad,Near,4.0,126,300,,,,,,,,,,,,,,,,,,,
QUICK,12511,North,10,Chennai,Navallur,3.7,59,300,,,,,,,,,,,,,,,,,,,
DESSERT,2215,Desserts,11,Hyderabad,Jubilee,4.3,158,300,,,,,,,,,,,,,,,,,,,
QUICK,9017,Chinese,11,Chennai,West,3.4,39,250,,,,,,,,,,,,,,,,,,,
BAR,13980,Finger,11,Chennai,Nungambakkam,4.1,422,3000,,,,,,,,,,,,,,,,,,,
QUICK,6182,Biryani,7,Hyderabad,Malakpet,3.5,262,200,,,,,,,,,,,,,,,,,,,
CASUAL,5997,Kerala,0:00,Kochi,Aluva,-,,200,,,,,,,,,,,,,,,,,,,
QUICK,600,Kerala,7,Kochi,Pallimukku,NEW,,250,,,,,,,,,,,,,,,,,,,
FINE,3242,Continental,6,Chennai,GST,4.1,172,3000,,,,,,,,,,,,,,,,,,,
QUICK,2138,Chinese,9,Bangalore,Jayanagar,3.0,68,650,,,,,,,,,,,,,,,,,,,
QUICK,3404,North,0:00,Faridabad,NIT,NEW,,500,,,,,,,,,,,,,,,,,,,
QUICK,5637,Fast,12,Mumbai,Sakinaka,4.4,447,700,,,,,,,,,,,,,,,,,,,
QUICK,11732,Street,5,Hyderabad,Banjara,3.8,150,100,,,,,,,,,,,,,,,,,,,
CASUAL,9990,North,12,Bangalore,Sadashiv,4.1,292,800,,,,,,,,,,,,,,,,,,,
CASUAL,6278,South,7,Chennai,Porur,3.3,25,350,,,,,,,,,,,,,,,,,,,
CASUAL,10933,North,12,Hyderabad,Nizampet,3.5,194,1000,,,,,,,,,,,,,,,,,,,
QUICK,4088,South,7,Secunderabad,Sainikpuri,3.6,31,300,,,,,,,,,,,,,,,,,,,
CAFÉ,4343,Cafe,10,Mumbai,Powai,4.2,55,800,,,,,,,,,,,,,,,,,,,
QUICK,11307,Street,11,Hyderabad,Kukatpally,2.7,225,200,,,,,,,,,,,,,,,,,,,
CAFÉ,15323,Cafe,0:00,New Delhi,Connaught,4.5,857,500,,,,,,,,,,,,,,,,,,,
PUB,14575,Finger,5,Chennai,Guindy,3.7,56,3000,,,,,,,,,,,,,,,,,,,
CASUAL,14523,Chinese,12,Noida,Sector,4.0,642,2000,,,,,,,,,,,,,,,,,,,
PUB,1002,American,12mid,Bangalore,Brigade,4.5,8458,2000,,,,,,,,,,,,,,,,,,,
CASUAL,1857,Andhra,0:00,Bangalore,Whitefield,3.7,140,700,,,,,,,,,,,,,,,,,,,
CASUAL,462,Arabian,12,Kochi,Kakkanad,3.3,149,500,,,,,,,,,,,,,,,,,,,
QUICK,14343,Fast,1,New Delhi,Jail,4.2,1269,350,,,,,,,,,,,,,,,,,,,
CASUAL,14165,North,12,Bangalore,Electronic,4.2,1169,800,,,,,,,,,,,,,,,,,,,
QUICK,7822,South,0:00,Chennai,Avadi,3.2,41,500,,,,,,,,,,,,,,,,,,,
CASUAL,2349,Italian,9,Mumbai,Colaba,3.9,641,1700,,,,,,,,,,,,,,,,,,,
QUICK,9442,South,0:00,Chennai,Medavakkam,3.3,313,450,,,,,,,,,,,,,,,,,,,
QUICK,9768,Street,9,New Delhi,Rohini,3.4,15,200,,,,,,,,,,,,,,,,,,,
FINE,7218,North,0:00,Mumbai,Parel,4.3,682,3000,,,,,,,,,,,,,,,,,,,
None,5739,Chinese,6,Faridabad,Sector,3.5,36,500,,,,,,,,,,,,,,,,,,,
FOOD,13224,North,11,Secunderabad,Uppal,3.2,185,400,,,,,,,,,,,,,,,,,,,
CAFÉ,2827,Cafe,7,Mumbai,Vikhroli,NEW,,500,,,,,,,,,,,,,,,,,,,
QUICK,125,Chinese,1,Hyderabad,Lakdikapul,3.7,105,250,,,,,,,,,,,,,,,,,,,
QUICK,9793,Fast,11,Kochi,South,-,,350,,,,,,,,,,,,,,,,,,,
QUICK,3782,North,12,Bangalore,New,4.1,509,300,,,,,,,,,,,,,,,,,,,
QUICK,1666,North,12,New Delhi,Laxmi,3.8,236,800,,,,,,,,,,,,,,,,,,,
CASUAL,10536,Chinese,12mid,Mumbai,Malad,3.7,258,800,,,,,,,,,,,,,,,,,,,
