Allied_Nations,Diplomatic_Meetings_Set,Percent_Of_Forces_Mobilized,Hostile_Nations,Active_Threats,Inactive_Threats,Citizen_Fear_Index,Closest_Threat_Distance(km),Aircraft_Carriers_Responding,Troops_Mobilized(thousands),DEFCON_Level,ID
12,0,0.5,3,54,54,0.773127753,351.92,1,836000,B,8076
10,0,0.24,2,5,16,0.410425844,332.84,0,871200,C,9460
7,1,0.08,2,14,93,0.430249633,347.68,1,827200,B,9777
8,0,0.4,2,6,10,0.388399413,351.92,1,1003200,D,3566
8,1,0,3,11,31,0.538179148,358.28,1,853600,C,1049
7,1,0,2,50,54,0.574889868,371,1,818400,B,3915
7,0,0.25,2,8,17,0.429515419,359.34,0,827200,B,4704
7,0,0.33,2,12,37,0.442731278,354.04,1,836000,C,5405
8,1,0,3,7,23,0.472099853,358.28,1,906400,C,6956
7,1,0.09,2,4,14,0.429515419,356.16,0,994400,C,3371
7,0,0.44,3,23,42,0.456681351,360.4,1,932800,C,3046
8,0,0.36,2,35,79,0.494126285,359.34,1,836000,B,10986
7,0,0.32,2,4,10,0.237885463,359.34,1,1082400,B,7800
8,0,0.34,2,4,10,0.278267254,347.68,1,1047200,D,3650
7,1,0.18,2,18,91,0.46328928,358.28,1,888800,B,8404
7,0,0.46,2,21,73,0.530837004,364.64,1,836000,B,1090
10,1,0.27,3,31,151,0.582232012,327.54,1,836000,B,488
7,1,0.07,2,20,84,0.430249633,338.14,0,836000,B,9852
7,1,0.08,4,5,12,0.52349486,356.16,1,818400,D,11228
7,1,0.32,2,34,102,0.406020558,351.92,1,871200,B,6774
7,1,0.17,2,6,31,0.386930984,346.62,1,1038400,A,3507
7,1,0.03,2,10,37,0.497797357,357.22,0,809600,B,4517
7,1,0.03,2,17,27,0.517621145,364.64,1,827200,C,3116
7,1,0.13,2,29,96,0.298825257,334.96,1,880000,C,9355
7,1,0,2,22,31,0.479441997,373.12,1,871200,C,4573
7,1,0.06,2,4,11,0.285609398,336.02,0,880000,D,4327
6,0,0.53,2,9,24,0.21071953,357.22,1,1126400,D,8383
12,0,0.57,2,23,66,0.72907489,332.84,0,827200,B,227
8,1,0.15,2,13,54,0.530837004,349.8,1,792000,C,8661
8,0,0.1,2,6,14,0.52349486,348.74,0,827200,B,9935
7,1,0,2,18,32,0.743759178,389.02,1,897600,C,9347
7,1,0.18,2,17,104,0.389867841,338.14,1,880000,C,11620
9,0,0.49,3,34,67,0.5969163,328.6,1,809600,B,6677
6,1,0.02,2,6,11,0.182819383,380.54,1,1152800,C,1221
7,1,0.03,2,17,49,0.398678414,357.22,1,915200,C,11759
8,1,0.15,6,27,94,0.589574156,354.04,1,871200,C,6643
10,0,0.63,2,7,18,0.563142438,337.08,1,950400,C,1095
7,1,0.03,2,17,35,0.408957416,355.1,1,827200,B,5691
11,0,0.53,2,12,29,0.72907489,336.02,0,836000,B,1890
9,0,0.3,2,2,44,0.552863436,343.44,1,959200,C,9419
9,1,0.18,2,24,119,0.52349486,310.58,1,897600,B,11673
7,1,0,2,6,12,0.372246696,374.18,1,1012000,C,11399
9,0,0.41,2,6,16,0.486784141,350.86,1,836000,C,8828
6,0,0.26,2,8,35,0.384728341,362.52,1,1170400,B,7600
10,0,0.44,2,11,43,0.567547724,337.08,1,915200,B,895
7,1,0,2,21,28,0.406020558,362.52,1,924000,B,11713
8,1,0,6,5,14,0.611600587,357.22,1,871200,C,12297
10,0,0.35,2,5,11,0.54185022,336.02,1,959200,B,9725
8,0,0.48,3,6,20,0.52349486,349.8,1,1100000,D,8889
8,1,0,2,10,35,0.52349486,356.16,1,844800,C,7890
12,0,0.63,3,10,23,0.699706314,343.44,1,1073600,C,7431
7,1,0,2,26,44,0.444199706,356.16,1,1029600,C,5696
5,1,0.08,2,13,27,0.188693098,375.24,1,1144000,D,5171
11,0,0.59,3,34,72,0.758443465,349.8,1,968000,D,98
11,0,0.45,2,6,15,0.530837004,337.08,1,906400,B,5599
5,1,0,1,15,23,0.244493392,413.4,1,1108800,C,10302
9,1,0.21,2,5,21,0.563142438,339.2,1,853600,B,3027
8,1,0.03,2,10,39,0.56020558,350.86,1,818400,B,7048
10,0,0.53,2,6,16,0.496328928,342.38,1,1012000,B,7376
6,0,0.14,2,9,18,0.532305433,374.18,1,844800,C,1283
8,0,0.34,3,4,10,0.342143906,346.62,1,1012000,D,8478
7,1,0.03,2,7,15,0.475036711,384.78,1,836000,C,6980
8,0,0.42,2,9,23,0.470631424,361.46,1,1047200,C,2363
10,1,0.22,2,13,48,0.5969163,329.66,1,897600,C,11097
10,0,0.33,2,20,72,0.611600587,332.84,1,871200,C,8344
8,1,0.04,2,8,16,0.449339207,351.92,1,924000,C,10320
8,1,0.24,2,5,15,0.494126285,339.2,1,809600,A,4700
7,1,0,3,7,16,0.495594714,361.46,1,941600,C,11918
8,1,0.24,2,8,28,0.538179148,348.74,0,792000,C,11123
7,1,0.06,3,12,85,0.51835536,380.54,1,818400,C,9201
8,0,0.34,3,27,60,0.494126285,355.1,1,932800,C,11245
7,0,0.25,2,13,26,0.479441997,361.46,1,853600,B,12013
8,0,0.32,2,24,38,0.237151248,341.32,0,1100000,D,6797
10,0,0.54,3,5,10,0.552863436,332.84,1,968000,C,8790
8,0,0.24,2,10,18,0.358296623,347.68,1,880000,C,10992
9,0,0.24,2,19,90,0.592511013,347.68,1,853600,B,2355
8,1,0.27,2,12,29,0.494126285,345.56,1,836000,C,6800
9,0,0.4,4,25,58,0.580763583,321.18,0,836000,B,7413
7,0,0.49,2,23,121,0.382525698,330.72,1,1020800,D,7807
7,1,0.19,2,11,39,0.486784141,366.76,1,836000,B,4917
8,0,0.23,2,23,122,0.516152717,339.2,1,841866.6667,B,207
7,1,0.01,2,9,18,0.374449339,354.04,1,968000,C,126
6,0,0.03,6,17,73,0.414831131,379.48,0,1047200,C,10073
9,0,0.23,3,28,90,0.604258443,328.6,1,809600,B,5688
6,1,0.08,4,6,14,0.425110132,387.96,0,1082400,C,1694
7,1,0.26,2,31,89,0.298825257,334.96,1,1126400,C,3030
10,0,0.31,3,15,27,0.626284875,341.32,2,836000,C,4863
8,1,0.04,4,5,10,0.420704846,371,1,985600,B,42
7,1,0.02,2,29,43,0.3010279,355.1,0,985600,C,6239
7,0,0.26,2,13,31,0.42143906,345.56,1,809600,B,5002
7,1,0,2,14,45,0.567547724,373.12,1,950400,C,457
8,1,0.16,2,3,7,0.33113069,329.66,1,862400,C,2522
10,0,0.55,2,25,149,0.5969163,342.38,1,818400,B,114
11,0,0.5,3,5,18,0.640969163,331.78,1,836000,B,1939
7,1,0.02,2,6,12,0.450073421,358.28,1,853600,C,2294
6,0,0.43,6,22,45,0.45154185,362.52,1,968000,C,1364
8,1,0.35,3,15,65,0.497797357,350.86,1,836000,A,6317
12,0,0.63,2,6,15,0.494126285,329.66,1,897600,B,7171
8,1,0.26,4,21,66,0.465491924,369.94,1,968000,B,10260
6,0,0.29,2,19,47,0.269456681,359.34,1,1196800,B,12271
9,0,0.52,2,16,25,0.351688693,339.2,1,985600,C,5204
7,1,0.12,2,32,47,0.267254038,352.98,1,836000,B,8922
8,0,0.32,2,24,58,0.582232012,336.02,1,836000,C,1520
8,1,0,2,6,14,0.464757709,351.92,1,853600,C,4434
8,1,0.07,2,19,101,0.479441997,332.84,1,818400,B,1457
11,0,0.49,3,10,26,0.626284875,324.36,1,941600,D,1382
7,1,0.04,2,6,15,0.380323054,360.4,1,906400,C,11164
10,1,0.34,3,29,99,0.736417034,343.44,1,827200,B,4558
12,0,0.48,3,28,78,0.743759178,334.96,1,836000,B,1206
7,1,0.14,2,9,34,0.464757709,366.76,1,994400,B,10461
6,0,0.09,2,3,9,0.39133627,377.36,1,1029600,B,6629
7,1,0.05,2,18,35,0.494126285,373.12,1,941600,C,11899
9,1,0.27,3,23,56,0.5969163,340.26,1,915200,C,7745
12,0,0.58,3,29,99,0.746696035,330.72,1,880000,C,4920
7,1,0.32,6,19,98,0.572687225,374.18,1,853600,C,10545
8,0,0.31,2,8,35,0.442731278,343.44,1,906400,C,4052
10,0,0.58,4,11,35,0.54185022,328.6,1,994400,D,3221
7,0,0.24,2,27,67,0.460352423,354.04,1,836000,B,3797
10,0,0.39,2,28,88,0.665932452,351.92,1,941600,C,10181
8,1,0.03,2,25,58,0.541116006,355.1,1,862400,B,10863
10,0,0.51,3,11,37,0.494126285,355.1,1,1029600,D,12303
10,0,0.24,3,20,46,0.524963289,342.38,1,888800,B,6105
7,1,0.19,5,19,102,0.665932452,367.82,1,853600,B,2625
9,1,0.15,2,9,30,0.53671072,344.5,0,844800,C,8461
7,1,0,3,15,21,0.389867841,360.4,1,968000,C,71
9,0,0.39,2,29,55,0.298825257,339.2,1,1100000,C,11226
7,1,0.18,2,7,65,0.479441997,354.04,1,880000,B,11157
9,1,0.24,3,28,79,0.598384728,346.62,1,853600,B,11340
8,1,0.09,2,28,53,0.545521292,350.86,1,836000,C,10797
8,1,0.05,2,10,32,0.508810573,349.8,0,844800,A,3067
10,0,0.42,2,21,51,0.5969163,342.38,1,871200,C,58
11,0,0.53,2,6,10,0.400146843,341.32,1,1056000,D,12472
6,1,0.09,2,10,17,0.532305433,381.6,1,844800,C,6280
9,0,0.35,2,10,39,0.552863436,360.4,1,792000,C,9516
6,1,0.09,2,7,23,0.182819383,378.42,1,1152800,C,4774
9,0,0.64,2,22,52,0.486784141,351.92,1,924000,C,1214
10,0,0.45,3,5,20,0.640969163,339.2,1,924000,C,720
7,0,0.21,2,46,80,0.294419971,334.96,1,880000,C,258
10,0,0.51,7,22,46,0.906754772,334.96,1,888800,B,1885
8,0,0.33,2,16,49,0.589574156,363.58,1,853600,C,2532
6,1,0.09,2,24,36,0.34948605,377.36,1,959200,C,4560
8,0,0.38,2,6,17,0.435389134,351.92,1,994400,D,1816
8,0,0.49,2,6,11,0.257709251,332.84,1,1126400,D,11010
12,0,0.55,2,25,50,0.72907489,328.6,0,792000,B,11081
10,0,0.52,2,6,17,0.471365639,342.38,1,1020800,C,11988
10,0,0.5,2,13,23,0.45154185,328.6,1,897600,B,4942
7,0,0.27,2,23,67,0.522026432,373.12,1,836000,B,11001
7,1,0.04,2,12,31,0.534508076,358.28,1,792000,B,11950
7,1,0.02,2,17,87,0.54185022,372.06,1,853600,B,8497
7,1,0.04,2,12,20,0.43979442,354.04,1,809600,C,10481
8,1,0.01,2,7,28,0.615271659,368.88,1,818400,B,7419
8,1,0.19,2,15,50,0.52349486,349.8,1,827200,B,11494
10,0,0.42,2,5,17,0.496328928,341.32,1,906400,C,8880
8,0,0.68,2,14,27,0.47650514,321.18,1,836000,B,6593
9,0,0.4,2,25,60,0.310572687,347.68,1,1126400,C,2280
5,0,0.11,2,6,14,0.413362702,396.44,1,950400,C,3068
8,1,0.26,2,24,81,0.461820852,333.9,1,871200,B,7762
9,0,0.39,2,20,46,0.360499266,343.44,1,976800,D,6016
8,1,0.06,2,5,19,0.457415565,345.56,1,880000,D,10321
8,1,0,2,33,43,0.376651982,334.96,1,818400,B,5381
12,1,0.49,3,19,112,0.743759178,334.96,1,836000,B,6031
9,0,0.24,2,10,30,0.589574156,352.98,1,818400,C,3896
8,0,0.51,2,9,21,0.398678414,324.36,1,906400,C,6993
11,0,0.6,2,5,18,0.640969163,322.24,1,818400,C,8451
8,0,0.68,8,23,129,0.226872247,326.48,1,1135200,F,1655
7,1,0.06,2,8,16,0.346549192,372.06,0,1003200,C,1664
8,0,0.09,2,6,12,0.450073421,359.34,0,880000,D,7063
8,0,0.26,2,4,11,0.450073421,359.34,1,924000,B,910
9,1,0.14,2,3,28,0.552863436,333.9,1,853600,B,3544
7,1,0,2,14,39,0.490455213,366.76,1,792000,B,11592
7,1,0.33,7,66,95,0.677679883,352.98,1,906400,C,9263
7,1,0.02,2,15,23,0.372246696,365.7,1,928400,C,8927
8,1,0.16,2,12,31,0.558737151,356.16,0,836000,B,4488
12,0,0.49,4,19,39,0.567547724,320.12,1,1029600,D,9673
8,1,0.21,2,33,69,0.492657856,336.02,1,841866.6667,B,5483
8,0,0.34,2,16,38,0.288546256,341.32,1,1047200,C,10768
5,0,0.27,2,5,32,0.171071953,375.24,1,1135200,C,7094
10,1,0.42,2,25,62,0.546989721,354.04,1,844800,B,12462
9,0,0.49,2,23,57,0.501468429,330.72,1,809600,C,8642
7,0,0.08,2,13,26,0.479441997,374.18,1,862400,C,5487
7,0,0.3,3,16,80,0.582232012,373.12,1,836000,C,2761
7,1,0,2,16,45,0.479441997,366.76,1,959200,C,7259
7,0,0.49,6,11,30,0.300293686,360.4,1,1038400,C,5484
7,1,0.08,2,14,93,0.542584435,371,1,827200,B,3826
7,1,0.1,1,4,7,0.334067548,342.38,1,985600,A,11155
10,1,0.31,3,22,144,0.626284875,337.08,0,809600,B,8795
8,0,0.35,2,5,13,0.435389134,364.64,1,836000,C,7405
8,1,0.43,2,8,54,0.582232012,365.7,1,809600,B,4230
7,1,0,2,4,11,0.423641703,359.34,1,880000,B,12142
8,1,0.07,2,5,11,0.545521292,341.32,1,844800,B,1280
8,1,0.28,3,10,86,0.490455213,329.66,1,800800,B,1091
7,1,0.26,3,16,101,0.51835536,323.3,2,809600,B,1394
10,0,0.5,2,10,37,0.5969163,345.56,1,827200,B,4406
8,1,0.1,3,45,54,0.472099853,369.94,1,915200,C,9405
9,1,0.5,2,3,8,0.370778267,337.08,1,1038400,C,7696
8,1,0.08,2,5,11,0.457415565,375.24,0,836000,A,8857
8,1,0.2,2,23,105,0.406020558,351.92,1,871200,B,4658
8,1,0.03,2,27,90,0.475770925,343.44,1,880000,C,10726
11,0,0.74,3,12,32,0.508810573,320.12,1,976800,C,11104
9,0,0.41,6,12,28,0.552863436,352.98,0,1064800,D,667
9,0,0.52,2,16,40,0.604258443,361.46,1,897600,C,1062
7,0,0.07,2,40,48,0.472099853,367.82,1,888800,B,5316
8,0,0.6,2,16,43,0.494126285,349.8,1,827200,B,8683
11,0,0.73,5,6,24,0.494126285,347.68,1,1100000,C,2727
12,0,0.49,1,5,24,0.685022026,328.6,1,862400,C,290
6,0,0.25,2,14,26,0.538179148,366.76,1,853600,C,5441
5,0,0,1,25,60,0.110132159,378.42,1,1029600,C,9677
10,0,0.42,3,6,22,0.773127753,340.26,1,959200,D,741
8,1,0.21,2,32,141,0.450073421,345.56,1,836000,C,410
6,1,0.02,2,9,22,0.398678414,364.64,1,994400,C,141
10,0,0.38,2,14,36,0.445668135,334.96,1,1056000,D,4454
10,0,0.46,2,6,14,0.516152717,322.24,1,906400,B,2238
6,1,0.01,2,17,59,0.459618209,390.08,1,1012000,C,3004
6,0,0.24,2,5,12,0.420704846,354.04,0,853600,B,5091
9,0,0.44,2,10,26,0.353157122,340.26,1,1170400,C,8763
9,1,0.49,3,11,16,0.72907489,368.88,1,880000,B,11916
10,0,0.47,2,13,33,0.604258443,333.9,1,836000,B,5228
7,0,0.02,2,18,26,0.179882526,349.8,1,1135200,C,7441
9,0,0.52,2,9,20,0.28267254,333.9,1,1038400,C,8201
9,0,0.44,2,11,43,0.611600587,354.04,1,800800,C,4164
8,0,0.35,2,10,47,0.567547724,363.58,1,818400,C,7332
6,1,0.01,4,11,18,0.494126285,377.36,1,836000,B,3200
12,1,0.58,4,19,112,0.567547724,333.9,1,818400,B,11284
7,1,0.13,2,18,22,0.316446402,349.8,1,1038400,C,4125
13,1,0.65,6,7,17,0.960352423,344.5,1,976800,B,10398
8,1,0.06,4,3,8,0.204845815,360.4,1,1073600,B,3080
12,0,0.49,3,26,55,0.677679883,330.72,1,836000,B,10764
12,0,0.51,3,10,24,0.773127753,345.56,1,827200,B,9362
7,1,0.01,2,17,43,0.406020558,362.52,1,976800,C,1905
8,0,0.46,2,28,48,0.356093979,354.04,1,1003200,C,9959
7,1,0.12,11,40,124,0.572687225,366.76,1,827200,B,2507
8,1,0,2,19,41,0.567547724,360.4,1,906400,C,7229
9,1,0,2,4,11,0.484581498,348.74,1,915200,B,3986
9,0,0.41,6,12,52,0.524963289,350.86,1,1064800,D,5310
8,1,0.23,3,17,96,0.497797357,340.26,1,827200,C,7699
7,1,0,2,16,27,0.406020558,379.48,1,1003200,C,6550
9,1,0.17,4,11,104,0.646842878,343.44,0,924000,C,1332
9,1,0.51,2,37,141,0.552863436,326.48,1,827200,B,2628
12,0,0.5,2,19,41,0.534508076,320.12,1,932800,B,1228
8,1,0.07,6,26,73,0.5969163,345.56,1,814000,B,6932
8,0,0.21,2,46,102,0.425110132,355.1,0,871200,B,2810
8,0,0.38,2,3,14,0.167400881,341.32,1,1170400,D,5298
9,0,0.57,3,3,10,0.633627019,350.86,1,924000,D,9922
7,1,0.03,2,7,25,0.622613803,390.08,1,844800,C,1808
8,0,0.23,2,23,66,0.453744493,369.94,1,888800,C,11433
8,1,0.34,2,24,120,0.538179148,340.26,1,827200,B,11401
7,1,0.16,2,8,62,0.479441997,362.52,1,959200,A,2318
8,0,0.29,2,27,45,0.589574156,362.52,1,836000,C,10922
12,0,0.49,3,28,46,0.736417034,338.14,1,853600,D,10477
11,0,0.64,2,6,22,0.633627019,336.02,1,844800,B,1115
10,0,0.23,3,10,33,0.626284875,343.44,1,871200,C,3242
9,0,0.57,3,3,10,0.477973568,346.62,1,968000,D,7591
6,1,0,2,7,19,0.250367107,379.48,1,1064800,B,4173
9,0,0.3,3,30,119,0.508810573,337.08,1,871200,C,591
10,0,0.43,3,22,78,0.5969163,345.56,1,941600,B,8446
7,0,0.32,2,21,42,0.329662261,342.38,1,1091200,C,1368
8,0,0.34,5,10,48,0.567547724,363.58,1,880000,C,10424
7,0,0.32,2,15,36,0.442731278,347.68,1,871200,C,11985
8,0,0.37,2,43,68,0.435389134,349.8,1,985600,C,1728
12,0,0.49,2,8,19,0.674008811,338.14,1,959200,B,11160
8,1,0.08,2,9,108,0.361967695,331.78,1,862400,B,5500
11,0,0.58,2,7,21,0.633627019,345.56,1,950400,D,1089
8,0,0.52,2,19,121,0.376651982,344.5,1,968000,C,11238
9,0,0.49,2,23,85,0.567547724,348.74,1,888800,C,5616
7,1,0,2,9,15,0.228340675,351.92,1,1064800,D,5440
12,0,0.54,2,6,14,0.494126285,315.88,1,897600,A,705
7,0,0.1,2,4,7,0.457415565,352.98,1,809600,B,4149
7,0,0.44,2,9,20,0.522760646,348.74,1,827200,B,11776
8,1,0.29,2,9,63,0.543318649,344.5,1,853600,B,6399
7,0,0.11,3,14,28,0.486784141,365.7,1,968000,B,8680
10,0,0.54,3,14,23,0.494126285,362.52,1,1029600,C,8801
10,1,0.23,3,20,23,0.758443465,333.9,1,844800,B,11604
16,0,0.79,4,9,43,0.831864905,319.06,1,1056000,C,6133
10,0,0.52,7,38,82,0.626284875,336.02,1,818400,B,1107
13,0,0.55,2,5,47,0.685022026,321.18,1,862400,C,9350
11,0,0.44,4,7,15,0.582232012,343.44,1,1029600,D,2649
9,0,0.57,2,18,44,0.452276065,364.64,1,1020800,C,4767
8,1,0.01,2,5,9,0.344346549,356.16,0,880000,B,4289
12,1,0.66,2,12,23,0.420704846,305.28,2,1091200,D,10671
9,1,0.33,3,24,81,0.71071953,337.08,1,827200,A,12155
7,1,0,4,32,87,0.604258443,341.32,0,836000,B,1604
8,1,0.02,2,13,26,0.372246696,351.92,1,915200,C,11013
8,1,0,2,5,18,0.361967695,351.92,0,924000,B,11350
10,0,0.45,2,16,29,0.406020558,332.84,1,1003200,C,1026
8,0,0.23,2,16,24,0.376651982,331.78,1,818400,C,10330
8,0,0.6,3,6,19,0.532305433,356.16,1,994400,C,11442
9,1,0.37,1,5,62,0.655653451,359.34,1,924000,B,4930
8,1,0,2,6,14,0.464757709,358.28,1,862400,A,1865
7,1,0,2,22,58,0.52349486,334.96,1,818400,B,3716
8,1,0.06,4,11,29,0.538179148,351.92,1,800800,B,5395
10,0,0.43,2,5,16,0.496328928,343.44,1,959200,C,3194
7,0,0.24,2,27,51,0.42804699,357.22,1,862400,C,3611
7,1,0.06,2,12,20,0.43979442,374.18,1,1029600,C,1218
13,0,0.62,2,6,16,0.773127753,336.02,0,739200,C,499
11,0,0.49,2,6,15,0.640969163,311.64,2,818400,B,6713
8,0,0.5,2,6,11,0.294419971,319.06,1,1047200,D,10714
6,1,0.02,2,15,33,0.290014684,381.6,1,1117600,C,8971
7,0,0.48,2,7,20,0.439060206,352.98,1,827200,C,8764
7,0,0,2,27,44,0.426578561,356.16,1,1029600,F,6536
6,1,0,2,3,11,0.508810573,393.26,0,844800,B,9657
9,0,0.64,5,3,10,0.594713656,346.62,1,968000,C,1981
10,0,0.47,2,6,12,0.424375918,339.2,1,1003200,D,1451
8,1,0,2,6,14,0.464757709,348.74,1,880000,C,608
7,1,0.05,2,24,42,0.380323054,372.06,1,1082400,C,3504
9,1,0.51,2,27,81,0.516152717,347.68,1,941600,C,9145
12,0,0.69,3,10,23,0.743759178,338.14,1,853600,D,6193
12,0,0.58,2,3,8,0.72907489,343.44,0,809600,B,752
10,0,0.46,2,5,17,0.40969163,337.08,1,932800,C,3755
8,1,0.1,6,14,113,0.666666667,350.86,1,827200,B,349
8,1,0.33,2,8,54,0.538179148,345.56,1,836000,C,1379
9,1,0,3,13,24,0.598384728,350.86,1,932800,C,5685
8,0,0.28,2,19,66,0.497797357,350.86,1,836000,B,8131
6,1,0.1,3,18,35,0.241556535,379.48,1,1082400,B,7766
10,1,0.42,2,26,99,0.52349486,339.2,1,809600,B,12114
7,1,0.01,2,9,22,0.406020558,376.3,1,1012000,D,1281
7,1,0.01,2,17,29,0.372246696,354.04,1,968000,C,1484
7,1,0.04,2,20,92,0.542584435,374.18,1,853600,B,3885
7,1,0.08,2,8,19,0.435389134,362.52,1,968000,B,11042
7,1,0,1,3,13,0.457415565,344.5,0,853600,B,1683
7,1,0.15,2,19,40,0.442731278,360.4,1,888800,B,10246
6,0,0.19,2,15,37,0.33773862,379.48,1,1029600,C,3171
9,1,0.24,2,7,28,0.593245228,346.62,1,871200,B,673
9,0,0.23,3,21,125,0.611600587,350.86,1,827200,B,3654
9,0,0.53,2,6,18,0.574889868,340.26,1,924000,B,11099
7,0,0.18,2,5.5,14,0.346549192,355.1,1,862400,B,1510
7,0,0.49,2,6,12,0.398678414,346.62,1,1003200,B,1697
10,0,0.38,2,34,58,0.325991189,322.24,1,1056000,C,4974
7,0,0.31,4,12,46,0.57195301,348.74,1,924000,B,9425
10,1,0.33,2,35,147,0.582232012,333.9,1,809600,B,10322
7,0,0.32,2,4,15,0.34287812,355.1,1,1029600,D,5854
11,0,0.37,2,14,25,0.626284875,306.34,1,880000,C,8577
9,0,0.38,2,19,133,0.501468429,310.58,1,871200,D,2536
7,1,0.05,2,20,49,0.380323054,372.06,1,1012000,D,2561
6,0,0.03,2,36,64,0.42804699,371,1,968000,C,8492
8,1,0.25,2,34,102,0.382525698,359.34,1,950400,C,941
6,1,0.09,2,15,64,0.459618209,375.24,1,968000,C,11515
7,1,0.03,2,7,12,0.36784141,374.18,1,1029600,C,10280
8,0,0.4,5,3,9,0.503671072,358.28,1,1126400,C,9211
10,0,0.38,3,34,55,0.5969163,332.84,0,880000,A,1287
9,0,0.44,2,34,48,0.310572687,343.44,1,1038400,C,546
10,0,0.24,3,13,32,0.703377386,347.68,1,827200,C,3590
7,1,0.02,2,18,30,0.408957416,355.1,1,836000,C,4628
13,1,0.45,2,11,41,0.773127753,315.88,1,739200,C,10973
10,0,0.52,2,7,21,0.567547724,323.3,1,1003200,D,6583
9,0,0.3,2,32,53,0.501468429,352.98,1,906400,C,3663
10,0,0.38,2,34,75,0.527900147,345.56,1,827200,B,10710
10,0,0.48,1,5,14,0.685022026,346.62,1,906400,D,2735
8,1,0,2,8,17,0.411894273,357.22,0,959200,B,7659
7,0,0.29,2,20,37,0.253303965,355.1,1,1091200,C,2323
9,0,0.44,2,34,59,0.358296623,333.9,1,985600,C,12357
8,1,0.12,2,7,16,0.534508076,357.22,1,844800,C,6136
12,1,0.5,3,19,112,0.746696035,345.56,1,968000,B,6537
7,1,0.33,2,9,105,0.447136564,334.96,1,862400,C,2347
12,0,0.53,3,29,68,0.743759178,330.72,1,809600,B,3502
13,0,0.52,2,13,32,0.684287812,315.88,1,880000,C,5626
13,1,0.63,4,7,21,0.960352423,344.5,1,950400,B,4993
9,1,0,1,5,14,0.662995595,357.22,0,880000,B,2716
9,1,0.26,2,32,73,0.479441997,359.34,1,818400,B,2745
8,0,0.3,2,2,23,0.316446402,341.32,1,994400,F,5924
10,0,0.52,2,13,32,0.435389134,343.44,1,1056000,D,568
5,0,0.25,2,5,12,0.244493392,393.26,1,1082400,C,5847
8,0,0.52,2,7,24,0.486784141,327.54,1,827200,B,10665
8,1,0.2,3,10,38,0.584434655,368.88,0,880000,B,849
10,1,0.34,3,5,62,0.534508076,332.84,1,906400,C,4853
10,1,0.44,3,21,84,0.71071953,356.16,1,959200,B,9206
7,0,0.29,2,26,48,0.483847283,349.8,1,836000,B,325
11,0,0.59,2,7,45,0.618942731,324.36,1,844800,B,8770
11,0,0.49,3,5,16,0.510279001,330.72,1,994400,C,11259
8,0,0.56,3,32,98,0.618942731,368.88,1,862400,C,11998
6,1,0.03,2,7,12,0.399412628,377.36,1,915200,B,3662
9,0,0.4,1,6,10,0.254772394,340.26,1,1126400,D,5866
7,1,0.12,2,34,46,0.386196769,352.98,1,959200,B,11835
6,1,0.15,4,16,45,0.491923642,359.34,0,924000,B,1932
7,1,0.1,1,12,28,0.395741557,356.16,1,836000,B,5260
9,0,0.43,2,22,29,0.351688693,343.44,1,994400,D,6686
10,1,0.44,2,26,70,0.582232012,340.26,1,827200,C,9291
8,0,0.25,4,10,31,0.545521292,354.04,1,818400,C,973
9,1,0.31,3,25,88,0.611600587,350.86,1,836000,C,1443
9,1,0.24,3,20,69,0.640969163,333.9,1,800800,C,226
11,1,0.43,2,29,70,0.52349486,334.96,1,924000,C,5926
10,0,0.5,3,11,32,0.582232012,356.16,1,1100000,C,10716
8,1,0.27,2,11,40,0.611600587,362.52,1,809600,B,1329
8,1,0.23,2,9,38,0.446402349,354.04,1,853600,B,9989
8,1,0.02,1,9,25,0.347283407,356.16,1,906400,C,4984
7,1,0.02,2,6,12,0.450073421,361.46,0,853600,A,1047
6,0,0.21,2,57,74,0.317914831,359.34,0,985600,C,10290
8,1,0.25,2,21,84,0.425110132,345.56,0,809600,B,6819
7,1,0.02,2,15,21,0.414831131,355.1,1,809600,C,1452
10,0,0.37,2,27,64,0.53010279,347.68,1,827200,B,10673
6,1,0.04,2,6,18,0.398678414,356.16,1,880000,B,5905
6,1,0,2,3,14,0.508810573,374.18,1,818400,C,341
13,1,0.66,3,6,19,0.787812041,327.54,1,906400,B,10723
9,0,0.51,2,18,40,0.604258443,352.98,1,880000,C,360
8,0,0.4,2,38,127,0.472099853,342.38,1,1003200,B,12037
11,1,0.43,2,26,56,0.582232012,321.18,1,792000,B,3034
10,0,0.41,2,5,12,0.507342144,340.26,1,959200,D,2059
8,1,0.05,2,12,22,0.457415565,346.62,1,836000,B,11609
8,0,0.57,2,22,57,0.501468429,324.36,1,792000,C,9589
6,1,0.08,2,24,31,0.290014684,376.3,1,1100000,C,12400
7,1,0.02,2,31,111,0.42804699,352.98,1,973866.6667,C,1893
7,1,0.12,2,13,26,0.417033774,352.98,1,827200,B,7545
11,0,0.39,2,8,22,0.582232012,350.86,1,924000,C,3290
10,1,0.42,2,12,89,0.5969163,348.74,1,818400,B,5309
9,0,0.35,2,6,12,0.373715125,349.8,1,1029600,F,11138
8,1,0,2,5,12,0.464757709,375.24,0,1003200,C,10933
9,1,0.22,2,8,27,0.509544787,346.62,0,818400,B,3564
8,1,0.24,2,5,21,0.450073421,345.56,0,836000,A,2732
8,1,0,3,25,44,0.552863436,354.04,1,818400,C,10087
