Review Text,Review Title,topic
"These gummies are just meh. They have a weird plasticky/artificial strawberry flavor that I just couldn't deal with. Overall, they meet the requirements of a B Complex vitamin and are edible, they just don't taste very good. I'll switch back to my normal brand for a more traditional fruit flavoring.",Just ok,Texture
"These gummies are just meh. They have a weird plasticky/artificial strawberry flavor that I just couldn't deal with. Overall, they meet the requirements of a B Complex vitamin and are edible, they just don't taste very good. I'll switch back to my normal brand for a more traditional fruit flavoring.",Just ok,Bad Taste/Flavor
Too much sugar and hard to chew,Just ok,Too Sweet
"This seems to have a good flavor apart from the lotion taste that was happening in the bag I bought (I got mine from Costco).  It's like someone who packaged it had lotion on their hands and thought no one would notice...?  I mean, at least use some sort of A-1 flavored lotion!  It was really disgusting.  After reading some of the other reviews, though, I guess it could have been worse!  I don't know, I may try it again.  The lotion left a bad taste in my mouth, though.  Literally.",What is that lotion taste???,Quality/Contaminated
"This seems to have a good flavor apart from the lotion taste that was happening in the bag I bought (I got mine from Costco).  It's like someone who packaged it had lotion on their hands and thought no one would notice...?  I mean, at least use some sort of A-1 flavored lotion!  It was really disgusting.  After reading some of the other reviews, though, I guess it could have been worse!  I don't know, I may try it again.  The lotion left a bad taste in my mouth, though.  Literally.",What is that lotion taste???,Bad Taste/Flavor
"I was looking for a protein powder without sucralose that didn't have lots of carbs too. This one definitely meets my macro requirement, but I'm not crazy about the taste. I believe it's just the Stevia, it leaves a weird aftertaste to me. It wasn't horrible enough to return but I probably wouldn't buy it again. After using it for several weeks I believe it's having a bad effect on my bowels.",Not my favorite protein,Bad Taste/Flavor
"I was looking for a protein powder without sucralose that didn't have lots of carbs too. This one definitely meets my macro requirement, but I'm not crazy about the taste. I believe it's just the Stevia, it leaves a weird aftertaste to me. It wasn't horrible enough to return but I probably wouldn't buy it again. After using it for several weeks I believe it's having a bad effect on my bowels.",Not my favorite protein,Texture
"I purchase this prior and it worked great, a little too good... I felt very awake and hyper. This time I feel absolutely nothing at all. It’s been months since I have taken it so I haven’t grown immune to it. Seems like a fake product compared to before. Maybe try it, but not from this seeler???",Didn’t work like before,Not Effective
"This product was recommended to me by a nutritionist.  I could not longer get them locally so I orders through ""X Brand"".  It's my fault for not paying attention but I discovered that some of the product I ordered had expiration dates of March 7th and I ordered the product April 13th.  Unfortunately,  the expiration dates are only on the bottles and not the packaging so I had no way to return them..",product had expired expiration date,Expiry
Over priced cheaper at wallmart,No worth the price,Pricing
Has much less daily % of said vitamins that other brands and stick badly to teeth.  The taste is pleasing.  Won't buy again.,"Stick to teeth, low quantity of said daily vitamins.",Texture
"Loved the price. But other reviewers are right - these are very difficult to swallow and often get stuck in my throat. I don't panic, and try to swallow them with a large amount of liquid and/or other pills.<br /><br />The biggest thing for me is that if I forget (and take them with my other supplements) on an empty stomach I get SO NAUSEATED and sick feeling within literal minutes of taking it that the first three times this happened I thought I was gonna pass out and was freaked out by what was wrong with me. This is remedied by eating something... but still. IT IS ROUGH. (And this from a person who experiences nausea frequently, so I'm not faint at heart, but this is a whole other level.)",NAUSEA.,Texture
